frame_id,maneuver_type,maneuver_type
11458,,
11459,,
11460,,
11461,,
11462,,
11463,,
11464,,
11465,Straight,
11466,,
11467,,
11468,Straight,
11469,Straight,
11470,Straight,
11471,Straight,
11472,,
11473,Straight,
11474,Straight,
11475,Straight,
11476,Straight,
11477,Straight,Straight
11478,Straight,
11479,Straight,
11480,Left lane change,
11481,Left lane change,Straight
11482,Left lane change,
11483,Left lane change,Straight
11484,Left lane change,Straight
11485,Left lane change,
11486,Left lane change,Straight
11487,Left lane change,
11488,Left lane change,
11489,Left lane change,
11490,Left lane change,
11491,,
11492,,
11493,Left lane change,
11494,Left lane change,
11495,Left lane change,
11496,,
11497,,
11498,Left lane change,
11499,Left lane change,
11500,Left lane change,
11501,,
11502,,
11503,,
11504,,
11505,,
11506,Left lane change,
11507,,
11508,Left lane change,
11509,Left lane change,
11510,Left lane change,
11511,Left lane change,
11512,Left lane change,
11513,Left lane change,
11514,Left lane change,
11515,Left lane change,
11516,Left lane change,
11517,Left lane change,
11518,Left lane change,
11519,Left lane change,
11520,Left lane change,
11521,Left lane change,
11522,Left lane change,
11523,Left lane change,
11524,Left lane change,
11525,Straight,
11526,Straight,
11527,Straight,
11528,Straight,
11529,Straight,
11530,Straight,
11531,Straight,
11532,Straight,
11533,Straight,
11534,Straight,
11535,Straight,
11536,Straight,
11537,Straight,
11538,Straight,
11539,Straight,
11540,Straight,
11541,,
11542,,
11543,Straight,
11544,,
11545,Straight,
11546,Straight,
11547,Straight,
11548,Straight,
11549,Straight,
11550,Straight,
11551,Straight,
11552,Straight,
11553,Straight,
11554,Straight,
11555,Straight,
11556,Straight,
11557,Straight,
11558,Straight,
11559,Straight,
11560,Straight,
11561,Straight,
11562,Straight,
11563,,
11564,,
11565,,
11566,Straight,
11567,Straight,
11568,Straight,
11569,,
11570,Straight,
11571,Straight,Straight
11572,Straight,
11573,Straight,
11574,Straight,
11575,Straight,
11576,Straight,
11577,Straight,
11578,,
11579,,
11580,,
11581,,
11582,,
11583,,
11584,,
11585,,
11586,,
11587,,
11588,,
11589,,
11590,,
11591,,
11592,,
11593,,
11594,,
11595,,
11596,,
11597,,
11598,,
11599,,
11600,,
11601,,
11602,,
11603,,
11604,,
11605,,
11606,,
11607,,
11608,,
11609,,
11610,,
11611,,
11612,,Straight
11613,,Straight
11614,,Straight
11615,,Straight
11616,,Straight
11617,,Straight
11618,,Straight
11619,,Straight
11620,,
11621,,Straight
11622,,Straight
11623,,
11624,,
11625,Turn Left,
11626,Turn Left,
11627,Turn Left,
11628,Turn Left,
11629,,
11630,Turn Left,
11631,,
11632,,
11633,,
11634,,
11635,Straight,
11636,,
11637,,
11638,,
11639,,
11640,,
11641,,
11642,,
11643,,
11644,,
11645,,
11646,,
11647,,
11648,,
11649,,
11650,,
11651,,
11652,,
11653,,
11654,,
11655,,
11656,,
11657,,
11658,,
11659,,
11660,,
11661,,
11662,,
11663,,
11664,,
11665,,
11666,,
11667,,Turn Left
11668,,
11669,,Turn Left
11670,,Turn Left
11671,,Turn Left
11672,,Turn Left
11673,,Turn Left
11674,,Turn Left
11675,,Turn Left
11676,,Turn Left
11677,,
11678,,Turn Left
11679,,
11680,,
11681,,Straight
11682,,
11683,,
11684,,
11685,,
11686,,
11687,,Straight
11688,,
11689,,Straight
11690,,Straight
11691,,
11692,,Straight
11693,,
11694,,
11695,,
11696,,
11697,,
11698,,
11699,,Straight
11700,,Straight
11701,,Straight
11702,,Straight
11703,,Straight
11704,,Straight
11705,,Straight
11706,,Straight
11707,,
11708,,Straight
11709,,Straight
11710,,Straight
11711,,Straight
11712,,Straight
11713,,
11714,,
11715,,
11716,,
11717,,
11718,,
11719,,
11720,,
11721,,Straight
11722,,
11723,,Straight
11724,,Straight
11725,,
11726,,
11727,,
11728,,
11729,,
11730,,
11731,,
11732,,
11733,,
11734,,
11735,,
11736,,
11737,,
11738,,
11739,,
11740,,Straight
11741,,
11742,,
11743,,
11744,,
11745,,Straight
11746,,
11747,,Straight
11748,Straight,
11749,,
11750,Straight,
11751,,
11752,,
11753,,
11754,,
11755,,
11756,,
11757,,
11758,,
11759,,
11760,,
11761,,
11762,Straight,
11763,,
11764,,
11765,,
11766,,
11767,,
11768,,Straight
11769,,
11770,Straight,
11771,,
11772,,
11773,,Straight
11774,,
11775,,Straight
11776,,Straight
11777,,
11778,,
11779,,
11780,,Straight
11781,,Straight
11782,,Straight
11783,,
11784,,Straight
11785,,Straight
11786,,Straight
11787,,
11788,,
11789,,
11790,,Straight
11791,,
11792,,
11793,,
11794,,
11795,,
11796,,
11797,,
11798,,
11799,,
11800,,
11801,,Straight
11802,,Straight
11803,,
11804,,
11805,,
11806,,
11807,,
11808,,
11809,,
11810,,
11811,,
11812,,
11813,,
11814,,
11815,,
11816,,
11817,,
11818,,
11819,,
11820,,
11821,,Straight
11822,,Straight
11823,,
11824,,
11825,,
11826,,
11827,,Straight
11828,,Straight
11829,,
11830,,
11831,,
11832,,
11833,,
11834,,
11835,,
11836,,
11837,,
11838,,
11839,,
11840,,
11841,,
11842,,
11843,,
11844,,
11845,,
11846,,
11847,,
11848,,
11849,,
11850,,
11851,,
11852,,
11853,,
11854,,
11855,,
11856,,
11857,,
11858,,
11859,,
11860,,
11861,,
11862,,Straight
11863,,
11864,,Straight
11865,,Straight
11866,,
11867,,
11868,,
11869,,
11870,,
11871,,
11872,,
11873,,
11874,,
11875,,
11876,,
11877,,
11878,,
11879,,
11880,,
11881,,
11882,,
11883,,
11884,,
11885,,
11886,,
11887,,
11888,Straight,
11889,Straight,
11890,Straight,
11891,Straight,
11892,,
11893,Straight,
11894,Straight,
11895,Straight,
11896,Straight,
11897,Straight,
11898,Straight,
11899,Straight,
11900,Straight,
11901,Straight,
11902,Straight,
11903,Straight,
11904,Straight,
11905,Straight,
11906,Straight,
11907,Straight,
11908,Straight,
11909,Straight,
11910,Straight,
11911,Straight,
11912,Straight,
11913,Straight,
11914,Straight,
11915,Straight,
11916,,
11917,,
11918,,
11919,,
11920,,
11921,,
11922,,
11923,,
11924,,
11925,,
11926,,
11927,,
11928,,
11929,,
11930,,
11931,,
11932,,
11933,,
11934,,
11935,,
11936,,
11937,,
11938,,
11939,,
11940,,
11941,,
11942,,
11943,,
11944,,
11945,,
11946,,
11947,,
11948,Straight,
11949,,
11950,,
11951,,
11952,,
11953,,
11954,,
11955,,
11956,,
11957,,
11958,,
11959,,
11960,,
11961,,
11962,,
11963,,
11964,,
11965,,
11966,,
11967,,
11968,,
11969,,
11970,,
11971,,
11972,,
11973,,
11974,,
11975,,
11976,,
11977,,
11978,,
11979,,Straight
11980,,
11981,,
11982,,
11983,,
11984,,
11985,,
11986,,
11987,,
11988,,
11989,,
11990,,
11991,,
11992,,
11993,,
11994,,
11995,,
11996,,
11997,,
11998,,
11999,,
12000,,
12001,,
12002,,
12003,,
12004,,
12005,,
12006,,
12007,,
12008,,
12009,,
12010,,
12011,,
12012,,
12013,,
12014,,
12015,,
12016,,
12017,,
12018,,
12019,,
12020,,
12021,,
12022,,
12023,,
12024,,
12025,,
12026,,
12027,,
12028,,
12029,,
12030,,
12031,,
12032,,
12033,,
12034,,
12035,,
12036,,
12037,,
12038,,
12039,,
12040,,
12041,,
12042,,
12043,,
12044,,
12045,,
12046,,
12047,,
12048,,
12049,,
12050,,
12051,,
12052,,
12053,,
12054,,
12055,,
12056,,
12057,,
12058,,
12059,,
12060,,
12061,,
12062,,
12063,,
12064,,
12065,,
12066,,
12067,,
12068,,
12069,,
12070,,
12071,,
12072,,
12073,,
12074,,
12075,,
12076,,
12077,,
12078,,
12079,,
12080,,
12081,,
12082,,
12083,,
12084,,
12085,,
12086,,
12087,,
12088,,
12089,,
12090,,
12091,,
12092,,
12093,,
12094,,
12095,,
12096,,
12097,,
12098,,
12099,,
12100,,
12101,,
12102,,
12103,,
12104,,
12105,,
12106,,
12107,,
12108,,
12109,,
12110,,
12111,,
12112,,
12113,,
12114,,
12115,,
12116,,
12117,,
12118,,
12119,,
12120,,
12121,,
12122,,
12123,,
12124,,
12125,,
12126,,
12127,,
12128,,
12129,,
12130,,
12131,,
12132,,
12133,,
12134,,
12135,,
12136,,
12137,,
12138,,
12139,,
12140,,
12141,,
12142,,
12143,,
12144,,
12145,,
12146,,
12147,,
12148,,
12149,,
12150,,
12151,,
12152,,
12153,Straight,
12154,Straight,
12155,Straight,
12156,Straight,
12157,,
12158,,
12159,Straight,
12160,Straight,
12161,Straight,
12162,Straight,
12163,,
12164,,
12165,,
12166,,
12167,,
12168,,
12169,,
12170,,
12171,,
12172,,
12173,,
12174,,
12175,,
12176,,
12177,,
12178,,
12179,,
12180,,
12181,,
12182,,
12183,,
12184,,
12185,,
12186,,
12187,,
12188,,
12189,,
12190,,
12191,,
12192,,
12193,,
12194,,
12195,,
12196,,
12197,,
12198,,
12199,,
12200,,
12201,,
12202,,
12203,,
12204,Turn Left,
12205,Turn Left,
12206,Turn Left,
12207,Turn Left,
12208,Turn Left,
12209,Turn Left,
12210,Turn Left,
12211,,
12212,,
12213,Turn Left,
12214,Turn Left,
12215,Turn Left,
12216,Turn Left,
12217,Turn Left,
12218,Turn Left,
12219,Turn Left,
12220,Turn Left,
12221,Turn Left,
12222,Turn Left,
12223,Turn Left,
12224,Straight,
12225,Straight,
12226,,
12227,Straight,
12228,Straight,
12229,Straight,
12230,Straight,
12231,,
12232,Straight,
12233,,
12234,Straight,
12235,Straight,
12236,,
12237,,
12238,,
12239,Straight,
12240,Straight,
12241,Straight,
12242,,
12243,,
12244,,
12245,,
12246,,
12247,Straight,
12248,Straight,
12249,,
12250,Straight,
12251,Straight,
12252,,
12253,,
12254,Straight,Straight
12255,Straight,
12256,Straight,
12257,,Straight
12258,,Straight
12259,,
12260,Straight,Straight
12261,Straight,Straight
12262,,Straight
12263,,
12264,,Straight
12265,Straight,
12266,Straight,
12267,Straight,
12268,Straight,
12269,Straight,Straight
12270,Straight,Straight
12271,Straight,
12272,Straight,Straight
12273,Straight,
12274,,
12275,Straight,
12276,Straight,
12277,,
12278,Straight,
12279,,Straight
12280,Straight,
12281,,
12282,,
12283,Straight,
12284,,Straight
12285,Straight,
12286,,
12287,Straight,Straight
12288,Straight,
12289,Straight,Straight
12290,Straight,
12291,Straight,Straight
12292,,Straight
12293,,
12294,Straight,Straight
12295,Straight,Straight
12296,Straight,Straight
12297,Straight,
12298,Straight,
12299,Straight,
12300,Straight,
12301,,
12302,,
12303,,Turn Right
12304,Straight,Turn Right
12305,Straight,
12306,Straight,
12307,Straight,
12308,Straight,
12309,Straight,
12310,Straight,
12311,Straight,Turn Right
12312,,
12313,Straight,
12314,Straight,
12315,Straight,
12316,Straight,
12317,Straight,
12318,Straight,
12319,Straight,
12320,Straight,
12321,,Turn Right
12322,Straight,Turn Right
12323,Straight,Turn Right
12324,Straight,Turn Right
12325,Straight,Turn Right
12326,Straight,Turn Right
12327,Straight,Turn Right
12328,,Turn Right
12329,Straight,Turn Right
12330,,Turn Right
12331,,Turn Right
12332,,Turn Right
12333,,Turn Right
12334,,
12335,Straight,
12336,Straight,Turn Right
12337,Straight,Turn Right
12338,Straight,Turn Right
12339,Straight,
12340,Straight,Turn Right
12341,Straight,Turn Right
12342,Straight,Turn Right
12343,Straight,Turn Right
12344,Straight,
12345,Straight,
12346,Straight,
12347,,
12348,,
12349,,
12350,,
12351,Straight,
12352,Straight,
12353,,
12354,,
12355,,
12356,,
12357,,
12358,,Straight
12359,Straight,
12360,Straight,
12361,Straight,
12362,Straight,
12363,Straight,
12364,,
12365,,
12366,,
12367,,
12368,Straight,
12369,,
12370,Straight,
12371,,
12372,,
12373,,
12374,,
12375,,
12376,,
12377,,
12378,,
12379,,Left lane change
12380,,Left lane change
12381,,Left lane change
12382,,Left lane change
12383,,Left lane change
12384,,Left lane change
12385,,Left lane change
12386,,Left lane change
12387,,Left lane change
12388,,Left lane change
12389,,Left lane change
12390,,Left lane change
12391,,Left lane change
12392,,Left lane change
12393,,Left lane change
12394,,Left lane change
12395,,Left lane change
12396,,Left lane change
12397,,Left lane change
12398,,Left lane change
12399,,Left lane change
12400,,Left lane change
12401,,Left lane change
12402,,Left lane change
12403,,Left lane change
12404,,Left lane change
12405,,
12406,,Left lane change
12407,,Left lane change
12408,,Left lane change
12409,,Left lane change
12410,,Left lane change
12411,,Left lane change
12412,,Left lane change
12413,,Left lane change
12414,,Left lane change
12415,,Left lane change
12416,,Left lane change
12417,,Left lane change
12418,,
12419,,
12420,Straight,
12421,,
12422,,
12423,,
12424,,Left lane change
12425,,Left lane change
12426,,Left lane change
12427,Straight,Left lane change
12428,,Left lane change
12429,,Left lane change
12430,,Left lane change
12431,,Left lane change
12432,,
12433,,Left lane change
12434,,
12435,,Straight
12436,,Straight
12437,,
12438,,
12439,,
12440,,Straight
12441,,Straight
12442,,
12443,,
12444,,
12445,,
12446,,
12447,,
12448,,
12449,,
12450,,
12451,,
12452,,
12453,,Straight
12454,,
12455,,
12456,,
12457,,
12458,,Straight
12459,,
12460,,Straight
12461,,
12462,,
12463,,
12464,,
12465,,
12466,,
12467,,Straight
12468,,
12469,,
12470,,
12471,,
12472,,
12473,,Straight
12474,,
12475,,Straight
12476,,
12477,,
12478,,
12479,,
12480,,
12481,,
12482,,Straight
12483,,Straight
12484,,
12485,,
12486,,
12487,,Straight
12488,,
12489,,
12490,,
12491,,
12492,,
12493,,Straight
12494,,
12495,Straight,
12496,,
12497,Straight,
12498,,Straight
12499,,
12500,,Straight
12501,,Straight
12502,,Straight
12503,,
12504,,
12505,,
12506,,
12507,,
12508,,
12509,,
12510,,
12511,,Straight
12512,,Straight
12513,,Straight
12514,,Straight
12515,,Straight
12516,,Straight
12517,,Straight
12518,,Straight
12519,,Straight
12520,,Straight
12521,,
12522,,Straight
12523,,Straight
12524,,
12525,,Straight
12526,,
12527,,
12528,,
12529,,Straight
12530,,
12531,Straight,
12532,,Straight
12533,,
12534,,
12535,,
12536,,Straight
12537,,Straight
12538,,
12539,Straight,
12540,,
12541,,
12542,,Straight
12543,,Straight
12544,,
12545,,Straight
12546,,Straight
12547,,
12548,,
12549,,
12550,,
12551,,Straight
12552,,Straight
12553,,
12554,,
12555,,
12556,,
12557,,
12558,,
12559,,
12560,,Straight
12561,,
12562,,
12563,,Straight
12564,,
12565,,
12566,,
12567,,
12568,,
12569,,
12570,,Straight
12571,,Straight
12572,,Straight
12573,,Straight
12574,,Straight
12575,,Straight
12576,,
12577,,Straight
12578,,Straight
12579,,Straight
12580,,Straight
12581,,
12582,,Straight
12583,,
12584,Straight,
12585,,
12586,,
12587,,
12588,Straight,
12589,Straight,
12590,,Straight
12591,,
12592,,
12593,,
12594,Straight,Straight
12595,Straight,
12596,,Straight
12597,,
12598,,
12599,Straight,
12600,Straight,Straight
12601,,
12602,,
12603,Straight,
12604,,
12605,,
12606,Straight,
12607,,
12608,,
12609,,
12610,,
12611,,
12612,,
12613,,
12614,,
12615,,
12616,Straight,Straight
12617,Straight,
12618,Straight,
12619,Straight,
12620,Straight,Straight
12621,,
12622,Straight,
12623,,
12624,,
12625,Straight,
12626,Straight,
12627,Straight,
12628,,
12629,,
12630,Straight,
12631,Straight,Straight
12632,,
12633,Straight,
12634,,
12635,Straight,Straight
12636,Straight,
12637,,
12638,Straight,
12639,Straight,
12640,Straight,
12641,Straight,
12642,Straight,
12643,Straight,
12644,Straight,
12645,Straight,
12646,Straight,
12647,Straight,
12648,Straight,
12649,Straight,
12650,Straight,
12651,Straight,
12652,Straight,
12653,Straight,
12654,Straight,
12655,Straight,Straight
12656,Straight,
12657,Straight,
12658,Straight,
12659,Straight,
12660,Straight,Straight
12661,Straight,
12662,Straight,Straight
12663,Straight,
12664,,
12665,,
12666,,
12667,,
12668,,
12669,,
12670,,
12671,,
12672,,
12673,,
12674,,
12675,,
12676,,
12677,,
12678,,
12679,,
12680,,
12681,,
12682,,
12683,,
12684,,
12685,,
12686,,
12687,,
12688,,
12689,,
12690,,
12691,,
12692,,
12693,,
12694,,
12695,,
12696,,Straight
12697,,
12698,,
12699,,
12700,,
12701,,
12702,,
12703,,
12704,,
12705,,
12706,,
12707,,
12708,,
12709,,
12710,,
12711,,
12712,,
12713,,
12714,,
12715,,
12716,,
12717,,
12718,,
12719,,
12720,,
12721,,
12722,,
12723,,
12724,,
12725,,
12726,,
12727,,
12728,,
12729,,
12730,,
12731,,
12732,,
12733,,
12734,,
12735,,
12736,,
12737,,
12738,,
12739,,
12740,,
12741,,
12742,,Straight
12743,,
12744,,
12745,,
12746,,Straight
12747,,
12748,,
12749,,
12750,,
12751,,
12752,,
12753,,
12754,,
12755,,
12756,,
12757,,
12758,,
12759,,
12760,,
12761,,
12762,,
12763,,
12764,,
12765,,
12766,,
12767,,
12768,,
12769,,
12770,,
12771,,
12772,,
12773,,
12774,,
12775,,
12776,,
12777,,
12778,,
12779,,Straight
12780,,
12781,,
12782,,
12783,,
12784,,
12785,,
12786,,
12787,,
12788,,
12789,,
12790,,
12791,,
12792,,
12793,,
12794,,
12795,,
12796,,
12797,,
12798,,
12799,,
12800,,
12801,,
12802,,
12803,,
12804,,
12805,,
12806,,
12807,,
12808,,
12809,,
12810,,
12811,,
12812,,
12813,,
12814,,
12815,,
12816,,
12817,,
12818,,
12819,,
12820,,
12821,,
12822,,
12823,,
12824,,
12825,,
12826,,
12827,,
12828,,
12829,,
12830,,
12831,,
12832,,
12833,,
12834,,
12835,,
12836,,
12837,,
12838,,
12839,,
12840,,
12841,,
12842,,
12843,,
12844,,
12845,,
12846,,
12847,,
12848,,
12849,,
12850,,
12851,,
12852,,
12853,,
12854,,
12855,,
12856,,
12857,,
12858,,
12859,,
12860,,
12861,,
12862,,
12863,,
12864,,
12865,,
12866,,
12867,,Straight
12868,,
12869,,
12870,,
12871,,
12872,,
12873,,
12874,,
12875,,
12876,,
12877,,
12878,,
12879,,
12880,,
12881,,
12882,,
12883,,
12884,,
12885,,
12886,,
12887,,
12888,,
12889,,
12890,,
12891,,
12892,,
12893,,
12894,,
12895,,
12896,,
12897,,
12898,,
12899,,
12900,,
12901,,
12902,,
12903,,
12904,,
12905,,
12906,,
12907,,
12908,,
12909,,
12910,,
12911,,
12912,,
12913,,
12914,,
12915,,
12916,,
12917,,
12918,,
12919,,
12920,,
12921,,
12922,,
12923,,
12924,,
12925,,
12926,,
12927,,
12928,,
12929,,
12930,,
12931,,
12932,,
12933,,
12934,,
12935,,
12936,,
12937,,
12938,,
12939,,
12940,,
12941,,
12942,,
12943,,
12944,,
12945,,
12946,,
12947,,
12948,,
12949,,
12950,,
12951,,
12952,,
12953,,
12954,,Straight
12955,,
12956,,
12957,,
12958,,
12959,,
12960,,
12961,,
12962,,
12963,,
12964,,
12965,,
12966,,
12967,,
12968,,
12969,,
12970,,
12971,,
12972,,
12973,,
12974,,
12975,,
12976,,
12977,,
12978,,
12979,,
12980,,
12981,,
12982,,
12983,,
12984,,
12985,,
12986,,
12987,,
12988,,
12989,,
12990,,
12991,,
12992,,
12993,,
12994,,
12995,,
12996,,
12997,,
12998,,
12999,,
13000,,
13001,,
13002,,
13003,,
13004,,
13005,,
13006,,
13007,,
13008,,
13009,,
13010,,
13011,,
13012,,
13013,,
13014,,
13015,,
13016,,
13017,,
13018,,
13019,,
13020,,
13021,,
13022,,
13023,,
13024,,
13025,,
13026,,
13027,,
13028,Straight,
13029,Straight,
13030,,
13031,,
13032,,
13033,,
13034,,
13035,,
13036,Straight,
13037,,
13038,Straight,
13039,,
13040,Straight,
13041,Straight,
13042,,
13043,Straight,
13044,Straight,
13045,Straight,
13046,Straight,
13047,Straight,
13048,Straight,
13049,Straight,
13050,Straight,
13051,,
13052,Straight,
13053,Straight,
13054,Straight,
13055,Straight,
13056,Straight,
13057,Straight,
13058,Straight,
13059,Straight,
13060,Straight,
13061,Straight,
13062,,
13063,Straight,
13064,Straight,
13065,,
13066,Straight,
13067,,
13068,Straight,
13069,,
13070,Straight,
13071,,
13072,Straight,
13073,,
13074,Straight,
13075,Straight,
13076,,
13077,Straight,
13078,Straight,
13079,Straight,
13080,Straight,
13081,Straight,
13082,,
13083,Straight,
13084,,
13085,Straight,
13086,,
13087,Straight,
13088,,
13089,,
13090,,
13091,,
13092,Straight,
13093,Straight,
13094,,
13095,,
13096,,
13097,,
13098,Straight,
13099,Straight,
13100,Straight,
13101,,
13102,,
13103,,
13104,,
13105,Straight,
13106,Straight,
13107,Straight,
13108,Straight,
13109,,
13110,Straight,
13111,,
13112,Straight,
13113,Straight,
13114,Straight,
13115,Straight,
13116,Straight,
13117,,
13118,Straight,
13119,,
13120,Straight,
13121,Straight,
13122,Straight,
13123,Straight,
13124,Straight,
13125,,
13126,Straight,
13127,,
13128,Straight,
13129,,
13130,Straight,
13131,Straight,
13132,,
13133,Straight,
13134,,
13135,Straight,
13136,,
13137,Straight,
13138,,
13139,Straight,
13140,,
13141,,
13142,,
13143,,
13144,,
13145,,
13146,Straight,
13147,Straight,
13148,Straight,
13149,Straight,
13150,Left lane change,
13151,Left lane change,
13152,Left lane change,
13153,Left lane change,
13154,Left lane change,
13155,,
13156,,
13157,,
13158,,
13159,Left lane change,
13160,Left lane change,
13161,Left lane change,
13162,Left lane change,
13163,Left lane change,
13164,Left lane change,
13165,Left lane change,
13166,Left lane change,
13167,Left lane change,
13168,Left lane change,
13169,Left lane change,
13170,,
13171,Left lane change,
13172,Left lane change,
13173,Left lane change,
13174,Left lane change,
13175,Left lane change,
13176,Left lane change,
13177,Left lane change,
13178,Left lane change,
13179,Left lane change,
13180,Left lane change,
13181,Left lane change,
13182,Left lane change,
13183,Left lane change,
13184,Left lane change,
13185,Left lane change,
13186,Left lane change,
13187,Left lane change,
13188,,
13189,,
13190,Left lane change,
13191,Left lane change,
13192,Left lane change,
13193,Left lane change,
13194,Left lane change,
13195,,
13196,,
13197,Left lane change,
13198,Left lane change,
13199,Left lane change,
13200,Left lane change,
13201,Left lane change,
13202,Straight,
13203,Straight,
13204,Straight,
13205,Straight,
13206,Straight,
13207,,
13208,,
13209,,
13210,,
13211,,
13212,,
13213,,
13214,,
13215,,
13216,,
13217,,
13218,,
13219,,
13220,,
13221,,
13222,,
13223,,
13224,Straight,
13225,Straight,
13226,Straight,
13227,Straight,
13228,,
13229,,
13230,,
13231,,
13232,,
13233,,
13234,,
13235,,
13236,,
13237,,
13238,,
13239,,
13240,,
13241,,
13242,,
13243,,
13244,,
13245,,
13246,,
13247,,
13248,,
13249,,
13250,,
13251,,
13252,,
13253,,
13254,,
13255,,
13256,,
13257,,
13258,,
13259,,
13260,,
13261,,
13262,,
13263,,Straight
13264,,Straight
13265,,
13266,,
13267,,
13268,,
13269,,Straight
13270,,
13271,,
13272,,Straight
13273,,Straight
13274,,
13275,,
13276,,Straight
13277,,
13278,,
13279,,
13280,,
13281,,
13282,,
13283,,
13284,,
13285,,
13286,,
13287,,
13288,,
13289,,
13290,,
13291,,
13292,,
13293,,
13294,,
13295,,
13296,,
13297,,
13298,,
13299,,
13300,,
13301,,
13302,,
13303,,
13304,,
13305,,
13306,,
13307,,
13308,,
13309,,
13310,,
13311,,
13312,,Straight
13313,,
13314,,
13315,,
13316,,
13317,,
13318,,
13319,,
13320,,Straight
13321,,
13322,,
13323,,
13324,,Straight
13325,,Straight
13326,,
13327,,Straight
13328,,
13329,,
13330,,
13331,,
13332,,
13333,,
13334,,
13335,,
13336,,
13337,,
13338,,Straight
13339,,Straight
13340,,
13341,,
13342,,
13343,,
13344,,
13345,,
13346,,
13347,,
13348,,
13349,,
13350,,
13351,,
13352,,
13353,,
13354,,
13355,,
13356,,Straight
13357,,
13358,,
13359,,Straight
13360,,
13361,,
13362,,
13363,,
13364,,
13365,,
13366,,
13367,,
13368,,
13369,,
13370,,
13371,,
13372,,
13373,,
13374,,
13375,,
13376,,
13377,,
13378,,
13379,,
13380,,
13381,,
13382,,
13383,,
13384,,
13385,,
13386,,
13387,,
13388,,
13389,,
13390,,
13391,,
13392,,
13393,,
13394,,
13395,,
13396,,
13397,,
13398,,
13399,,
13400,,
13401,,
13402,,
13403,,
13404,,
13405,,
13406,,
13407,,
13408,,
13409,,
13410,,
13411,,
13412,,
13413,,
13414,,Straight
13415,,Straight
13416,,
13417,,
13418,,
13419,,
13420,,
13421,,
13422,,
13423,,
13424,,
13425,,
13426,,
13427,,
13428,,
13429,,
13430,,
13431,,
13432,,
13433,,
13434,,
13435,,
13436,,
13437,,
13438,,
13439,,
13440,,
13441,,
13442,,
13443,,
13444,,
13445,,
13446,,
13447,,
13448,,
13449,,
13450,,
13451,,
13452,,
13453,,
13454,,
13455,,
13456,,
13457,,
13458,,
13459,,
13460,,
13461,,
13462,,
13463,,
13464,,
13465,,
13466,,
13467,,
13468,,
13469,,
13470,,
13471,,
13472,,
13473,,
13474,,
13475,,
13476,,
13477,,
13478,,
13479,,
13480,,
13481,,
13482,,
13483,,
13484,,
13485,,
13486,,
13487,,
13488,,
13489,,
13490,,
13491,,
13492,,
13493,,
13494,,
13495,,
13496,,
13497,,
13498,,
13499,,
13500,,
13501,,
13502,,
13503,,Straight
13504,,
13505,,
13506,,
13507,,
13508,,
13509,,
13510,,
13511,,
13512,,
13513,,
13514,,
13515,,
13516,,
13517,,
13518,,
13519,,
13520,,
13521,,
13522,,
13523,,
13524,,
13525,,
13526,,
13527,,
13528,,
13529,,
13530,,
13531,,
13532,,
13533,,
13534,,
13535,,
13536,,
13537,,
13538,,
13539,,
13540,,
13541,,
13542,,
13543,,
13544,,
13545,,
13546,,
13547,,
13548,,
13549,,
13550,,
13551,,
13552,,
13553,,
13554,,
13555,,
13556,,
13557,,
13558,,
13559,,
13560,,
13561,,
13562,,
13563,,
13564,,
13565,,
13566,,
13567,,
13568,,
13569,,
13570,,
13571,,
13572,,
13573,,
13574,,
13575,,
13576,,
13577,,
13578,,
13579,,
13580,,
13581,,
13582,,
13583,,
13584,,
13585,,
13586,,
13587,,
13588,,
13589,,
13590,,
13591,,
13592,,Straight
13593,,
13594,,
13595,,
13596,,
13597,,
13598,,
13599,,
13600,,
13601,,
13602,,
13603,,
13604,,
13605,,
13606,,
13607,,
13608,,
13609,,
13610,,
13611,,
13612,,
13613,,
13614,,
13615,,
13616,,
13617,,
13618,,
13619,,
13620,,
13621,,
13622,,
13623,,
13624,,
13625,,
13626,,
13627,,
13628,,
13629,,
13630,,
13631,,
13632,,
13633,,
13634,,Straight
13635,,
13636,,
13637,,
13638,,
13639,,
13640,,
13641,,
13642,,
13643,,
13644,,
13645,,
13646,,
13647,,
13648,,
13649,,
13650,,
13651,,
13652,,
13653,,
13654,,
13655,,
13656,,
13657,,
13658,,
13659,,
13660,,
13661,,
13662,,
13663,,
13664,,
13665,,
13666,,
13667,,
13668,,
13669,,
13670,,
13671,,
13672,,
13673,,
13674,,
13675,,
13676,,
13677,,
13678,,
13679,,
13680,,
13681,,
13682,,
13683,,
13684,,
13685,,
13686,,
13687,,
13688,,
13689,,
13690,,
13691,,
13692,,
13693,,
13694,,
13695,,
13696,,
13697,,
13698,,
13699,,
13700,,
13701,,
13702,,
13703,,
13704,,
13705,,
13706,,
13707,,
13708,,
13709,,
13710,,
13711,,
13712,,
13713,,
13714,,
13715,,
13716,,
13717,,
13718,,
13719,,
13720,,
13721,,
13722,,
13723,,
13724,,Straight
13725,,
13726,,
13727,,
13728,,
13729,,
13730,,
13731,,
13732,,
13733,,
13734,,
13735,,
13736,,
13737,,
13738,,
13739,,
13740,,
13741,,
13742,,
13743,,
13744,,
13745,,
13746,,
13747,,
13748,,
13749,,
13750,,
13751,,
13752,,
13753,,
13754,,
13755,,
13756,,
13757,,
13758,,
13759,,
13760,,
13761,,
13762,,
13763,,
13764,,
13765,,
13766,,
13767,,
13768,,
13769,,
13770,,
13771,,
